transaction_id,user_id,transaction_datetime,amount,merchant_category,transaction_channel,device_type,location,is_fraud
505392,47,28-01-2024 06:00,3491.74,Luxury,International Gateway,Emulator,Unknown Location,1
505393,47,28-01-2024 12:00,1651.09,Electronics,International Gateway,Rooted Android,International,1
505394,47,28-01-2024 18:00,2418.47,Crypto Exchange,International Gateway,Emulator,Proxy Node,1
505395,47,29-01-2024 00:00,4717.69,Electronics,International Gateway,Rooted Android,International,1
505396,47,29-01-2024 06:00,2794.37,Luxury,Unknown API,Emulator,Unknown Location,1
505397,48,01-01-2024 00:00,1489.64,Utilities,UPI,Web Browser,Chennai,0
505398,48,01-01-2024 06:00,1264.24,Utilities,UPI,Web Browser,Delhi,0
505399,48,01-01-2024 12:00,1125.59,Pharmacy,Card Swipe,Android,Mumbai,0
505400,48,01-01-2024 18:00,1847.06,Shopping,Card Swipe,Web Browser,Mumbai,0
505401,48,02-01-2024 00:00,1445.54,Grocery,Mobile Banking,Android,Delhi,0
505402,48,02-01-2024 06:00,1119.71,Online Store,Card Swipe,Android,Bangalore,0
505403,48,02-01-2024 12:00,1377.11,Bill Payment,Card Swipe,Android,Mumbai,0
505404,48,02-01-2024 18:00,2064.52,Bill Payment,Mobile Banking,Web Browser,Mumbai,0
505405,48,03-01-2024 00:00,1529.52,Travel,UPI,iPhone,Bangalore,0
505406,48,03-01-2024 06:00,1329.79,Restaurants,UPI,Web Browser,Hyderabad,0
505407,48,03-01-2024 12:00,1632.54,Travel,UPI,Android,Delhi,0
505408,48,03-01-2024 18:00,1379.44,Online Store,Mobile Banking,Android,Delhi,0
505409,48,04-01-2024 00:00,1364.86,Restaurants,POS Machine,Web Browser,Hyderabad,0
505410,48,04-01-2024 06:00,1325.94,Online Store,POS Machine,iPhone,Bangalore,0
505411,48,04-01-2024 12:00,1725.91,Shopping,UPI,Android,Bangalore,0
505412,48,04-01-2024 18:00,1551.34,Restaurants,POS Machine,Web Browser,Mumbai,0
505413,48,05-01-2024 00:00,1876.41,Pharmacy,Net Banking,Android,Chennai,0
505414,48,05-01-2024 06:00,1581.03,Bill Payment,Card Swipe,Web Browser,Mumbai,0
505415,48,05-01-2024 12:00,1904.31,Pharmacy,POS Machine,Android,Chennai,0
505416,48,05-01-2024 18:00,1671.92,Restaurants,UPI,Web Browser,Hyderabad,0
505417,48,06-01-2024 00:00,1430.92,Travel,POS Machine,Web Browser,Chennai,0
505418,48,06-01-2024 06:00,1463.91,Pharmacy,Net Banking,Android,Hyderabad,0
505419,48,06-01-2024 12:00,1983.83,Grocery,Card Swipe,iPhone,Bangalore,0
505420,48,06-01-2024 18:00,1845.05,Shopping,Net Banking,iPhone,Bangalore,0
505421,48,07-01-2024 00:00,1909.38,Online Store,UPI,Web Browser,Bangalore,0
505422,48,07-01-2024 06:00,1232.96,Shopping,Mobile Banking,Web Browser,Chennai,0
505423,48,07-01-2024 12:00,1003.17,Shopping,Net Banking,Android,Hyderabad,0
505424,48,07-01-2024 18:00,1276.47,Utilities,POS Machine,iPhone,Mumbai,0
505425,48,08-01-2024 00:00,1543.59,Restaurants,UPI,Android,Delhi,0
505426,48,08-01-2024 06:00,1328.8,Bill Payment,POS Machine,iPhone,Bangalore,0
505427,48,08-01-2024 12:00,1507.02,Travel,Mobile Banking,Web Browser,Mumbai,0
505428,48,08-01-2024 18:00,1380.27,Restaurants,POS Machine,Web Browser,Hyderabad,0
505429,48,09-01-2024 00:00,1032.43,Online Store,Net Banking,Web Browser,Delhi,0
505430,48,09-01-2024 06:00,1613.34,Utilities,UPI,Android,Chennai,0
505431,48,09-01-2024 12:00,1507.94,Travel,Mobile Banking,Android,Hyderabad,0
505432,48,09-01-2024 18:00,1851.81,Bill Payment,Net Banking,iPhone,Chennai,0
505433,48,10-01-2024 00:00,1542.1,Bill Payment,Card Swipe,Android,Chennai,0
505434,48,10-01-2024 06:00,1707.03,Restaurants,POS Machine,Web Browser,Mumbai,0
505435,48,10-01-2024 12:00,1282.8,Grocery,Card Swipe,Android,Pune,0
505436,48,10-01-2024 18:00,1591.66,Travel,Card Swipe,Android,Pune,0
505437,48,11-01-2024 00:00,1713.89,Shopping,UPI,Android,Mumbai,0
505438,48,11-01-2024 06:00,1647.1,Utilities,Net Banking,iPhone,Mumbai,0
505439,48,11-01-2024 12:00,1439.77,Shopping,Mobile Banking,iPhone,Bangalore,0
505440,48,11-01-2024 18:00,1592.57,Pharmacy,POS Machine,iPhone,Pune,0
505441,48,12-01-2024 00:00,1664.68,Bill Payment,Net Banking,Web Browser,Chennai,0
505442,48,12-01-2024 06:00,1817.92,Restaurants,POS Machine,iPhone,Bangalore,0
505443,48,12-01-2024 12:00,1351.17,Pharmacy,UPI,Android,Bangalore,0
505444,48,12-01-2024 18:00,1204,Utilities,POS Machine,iPhone,Hyderabad,0
505445,48,13-01-2024 00:00,1279.61,Online Store,Card Swipe,Android,Hyderabad,0
505446,48,13-01-2024 06:00,1538.27,Restaurants,Net Banking,iPhone,Delhi,0
505447,48,13-01-2024 12:00,1500.93,Restaurants,Mobile Banking,Android,Pune,0
505448,48,13-01-2024 18:00,1665.89,Pharmacy,Mobile Banking,iPhone,Mumbai,0
505449,48,14-01-2024 00:00,1719.77,Restaurants,UPI,Web Browser,Mumbai,0
505450,48,14-01-2024 06:00,1000.51,Utilities,POS Machine,iPhone,Chennai,0
505451,48,14-01-2024 12:00,1372.36,Pharmacy,Net Banking,Web Browser,Mumbai,0
505452,48,14-01-2024 18:00,1555.97,Shopping,Mobile Banking,iPhone,Hyderabad,0
505453,48,15-01-2024 00:00,1795.09,Travel,Card Swipe,Web Browser,Mumbai,0
505454,48,15-01-2024 06:00,1485.63,Bill Payment,POS Machine,iPhone,Chennai,0
505455,48,15-01-2024 12:00,1861.37,Restaurants,Net Banking,iPhone,Chennai,0
505456,48,15-01-2024 18:00,1645.78,Shopping,POS Machine,iPhone,Pune,0
505457,48,16-01-2024 00:00,1600.6,Restaurants,Mobile Banking,Android,Hyderabad,0
505458,48,16-01-2024 06:00,1470.57,Pharmacy,POS Machine,iPhone,Delhi,0
505459,48,16-01-2024 12:00,1493.25,Utilities,Card Swipe,Web Browser,Mumbai,0
505460,48,16-01-2024 18:00,1587.36,Pharmacy,Mobile Banking,Android,Bangalore,0
505461,48,17-01-2024 00:00,1448.02,Grocery,UPI,Web Browser,Pune,0
505462,48,17-01-2024 06:00,1794.4,Grocery,POS Machine,iPhone,Bangalore,0
505463,48,17-01-2024 12:00,1732.7,Bill Payment,Card Swipe,iPhone,Delhi,0
505464,48,17-01-2024 18:00,1817.02,Shopping,UPI,Web Browser,Bangalore,0
505465,48,18-01-2024 00:00,1224.37,Online Store,Card Swipe,Web Browser,Pune,0
505466,48,18-01-2024 06:00,1215.67,Pharmacy,Card Swipe,Web Browser,Mumbai,0
505467,48,18-01-2024 12:00,1628.97,Bill Payment,Mobile Banking,Web Browser,Mumbai,0
505468,48,18-01-2024 18:00,1478.41,Pharmacy,Mobile Banking,iPhone,Mumbai,0
505469,48,19-01-2024 00:00,1568.31,Travel,POS Machine,Android,Hyderabad,0
505470,48,19-01-2024 06:00,1203.84,Travel,POS Machine,iPhone,Bangalore,0
505471,48,19-01-2024 12:00,1113.66,Bill Payment,Net Banking,iPhone,Delhi,0
505472,48,19-01-2024 18:00,1561.36,Shopping,POS Machine,Web Browser,Pune,0
505473,48,20-01-2024 00:00,1298.53,Grocery,Net Banking,Android,Chennai,0
505474,48,20-01-2024 06:00,1688.88,Pharmacy,UPI,Web Browser,Mumbai,0
505475,48,20-01-2024 12:00,1336.8,Shopping,UPI,Android,Mumbai,0
505476,48,20-01-2024 18:00,1264.74,Utilities,Mobile Banking,Web Browser,Pune,0
505477,48,21-01-2024 00:00,899.5,Online Store,Mobile Banking,Web Browser,Delhi,0
505478,48,21-01-2024 06:00,1830.14,Online Store,UPI,iPhone,Mumbai,0
505479,48,21-01-2024 12:00,1684.49,Travel,Net Banking,iPhone,Bangalore,0
505480,48,21-01-2024 18:00,1103.66,Bill Payment,Mobile Banking,Android,Chennai,0
505481,48,22-01-2024 00:00,970.79,Utilities,POS Machine,iPhone,Hyderabad,0
505482,48,22-01-2024 06:00,1341.64,Online Store,POS Machine,iPhone,Hyderabad,0
505483,48,22-01-2024 12:00,1750.64,Pharmacy,UPI,Android,Chennai,0
505484,48,22-01-2024 18:00,1360.18,Shopping,Mobile Banking,iPhone,Pune,0
505485,48,23-01-2024 00:00,1444.91,Travel,POS Machine,Web Browser,Hyderabad,0
505486,48,23-01-2024 06:00,1762.09,Online Store,Net Banking,Web Browser,Hyderabad,0
505487,48,23-01-2024 12:00,1238.04,Shopping,POS Machine,Android,Bangalore,0
505488,48,23-01-2024 18:00,1319.12,Bill Payment,Mobile Banking,Web Browser,Bangalore,0
505489,48,24-01-2024 00:00,1557.91,Online Store,Net Banking,Android,Delhi,0
505490,48,24-01-2024 06:00,1425.56,Utilities,POS Machine,Android,Hyderabad,0
505491,48,24-01-2024 12:00,1267.46,Restaurants,UPI,iPhone,Delhi,0
505492,48,24-01-2024 18:00,1687.06,Pharmacy,Net Banking,iPhone,Pune,0
505493,48,25-01-2024 00:00,1636.9,Travel,Mobile Banking,iPhone,Pune,0
505494,48,25-01-2024 06:00,1720.14,Restaurants,Card Swipe,Android,Bangalore,0
505495,48,25-01-2024 12:00,1459.16,Restaurants,UPI,iPhone,Bangalore,0
505496,48,25-01-2024 18:00,1033.44,Bill Payment,Card Swipe,iPhone,Hyderabad,0
505497,48,26-01-2024 00:00,1502.61,Online Store,POS Machine,iPhone,Hyderabad,0
505498,48,26-01-2024 06:00,1189.44,Grocery,POS Machine,Android,Mumbai,0
505499,48,26-01-2024 12:00,962.98,Restaurants,POS Machine,Android,Mumbai,0
505500,48,26-01-2024 18:00,1427.01,Shopping,UPI,iPhone,Delhi,0
505501,48,27-01-2024 00:00,1526.71,Online Store,POS Machine,Android,Delhi,0
505502,48,27-01-2024 06:00,1923.03,Utilities,Net Banking,iPhone,Delhi,0
505503,48,27-01-2024 12:00,1180.49,Travel,Mobile Banking,Web Browser,Mumbai,0
505504,48,27-01-2024 18:00,1679.06,Utilities,Net Banking,Android,Delhi,0
505505,48,28-01-2024 00:00,1076.33,Restaurants,POS Machine,Web Browser,Hyderabad,0
505506,48,28-01-2024 06:00,2418.51,Foreign Transfer,International Gateway,Rooted Android,Proxy Node,1
505507,48,28-01-2024 12:00,3471.22,Foreign Transfer,International Gateway,Emulator,Proxy Node,1
505508,48,28-01-2024 18:00,4943.04,Luxury,Unknown API,Rooted Android,Proxy Node,1
505509,48,29-01-2024 00:00,5758.71,Luxury,International Gateway,Emulator,Proxy Node,1
505510,48,29-01-2024 06:00,3993.32,Luxury,International Gateway,VPN Desktop,International,1
505511,48,29-01-2024 12:00,4761.25,Foreign Transfer,Unknown API,Emulator,Proxy Node,1
505512,49,01-01-2024 00:00,418.12,Shopping,Net Banking,Android,Hyderabad,0
505513,49,01-01-2024 06:00,286.27,Shopping,Mobile Banking,Android,Bangalore,0
505514,49,01-01-2024 12:00,436.39,Pharmacy,Card Swipe,iPhone,Hyderabad,0
505515,49,01-01-2024 18:00,486.89,Shopping,UPI,Android,Mumbai,0
505516,49,02-01-2024 00:00,560.16,Grocery,UPI,Android,Mumbai,0
505517,49,02-01-2024 06:00,600.54,Grocery,UPI,Web Browser,Mumbai,0
505518,49,02-01-2024 12:00,375.2,Utilities,UPI,iPhone,Hyderabad,0
505519,49,02-01-2024 18:00,508.19,Travel,Mobile Banking,Android,Mumbai,0
505520,49,03-01-2024 00:00,507.18,Shopping,POS Machine,iPhone,Bangalore,0
505521,49,03-01-2024 06:00,482.98,Shopping,UPI,Web Browser,Mumbai,0
505522,49,03-01-2024 12:00,364.37,Bill Payment,Card Swipe,Android,Bangalore,0
505523,49,03-01-2024 18:00,283.76,Travel,Net Banking,iPhone,Delhi,0
505524,49,04-01-2024 00:00,508.57,Grocery,Mobile Banking,iPhone,Chennai,0
505525,49,04-01-2024 06:00,184.02,Online Store,Card Swipe,Android,Mumbai,0
505526,49,04-01-2024 12:00,395.46,Pharmacy,Card Swipe,Android,Hyderabad,0
505527,49,04-01-2024 18:00,59.6,Shopping,Net Banking,Web Browser,Delhi,0
505528,49,05-01-2024 00:00,238.45,Travel,Mobile Banking,Web Browser,Mumbai,0
505529,49,05-01-2024 06:00,305.94,Utilities,Card Swipe,Web Browser,Pune,0
505530,49,05-01-2024 12:00,595.96,Utilities,Net Banking,iPhone,Chennai,0
505531,49,05-01-2024 18:00,535.92,Pharmacy,Net Banking,Android,Mumbai,0
505532,49,06-01-2024 00:00,353.42,Travel,Mobile Banking,Web Browser,Delhi,0
505533,49,06-01-2024 06:00,541.98,Shopping,Card Swipe,Web Browser,Mumbai,0
505534,49,06-01-2024 12:00,565.23,Grocery,Mobile Banking,Web Browser,Chennai,0
505535,49,06-01-2024 18:00,411.21,Online Store,UPI,iPhone,Delhi,0
505536,49,07-01-2024 00:00,231.4,Travel,Net Banking,Web Browser,Hyderabad,0
505537,49,07-01-2024 06:00,404.27,Grocery,Net Banking,Web Browser,Hyderabad,0
505538,49,07-01-2024 12:00,420.43,Bill Payment,Card Swipe,Web Browser,Hyderabad,0
505539,49,07-01-2024 18:00,253.73,Online Store,Card Swipe,Android,Delhi,0
505540,49,08-01-2024 00:00,488.75,Online Store,Mobile Banking,iPhone,Chennai,0
505541,49,08-01-2024 06:00,475.93,Online Store,Net Banking,Web Browser,Chennai,0
505542,49,08-01-2024 12:00,500.21,Bill Payment,Mobile Banking,Web Browser,Mumbai,0
505543,49,08-01-2024 18:00,475.8,Restaurants,Card Swipe,Android,Mumbai,0
505544,49,09-01-2024 00:00,542.05,Online Store,POS Machine,Android,Mumbai,0
505545,49,09-01-2024 06:00,408.47,Travel,POS Machine,Web Browser,Hyderabad,0
505546,49,09-01-2024 12:00,464.46,Utilities,Mobile Banking,iPhone,Hyderabad,0
505547,49,09-01-2024 18:00,376.37,Bill Payment,POS Machine,iPhone,Bangalore,0
505548,49,10-01-2024 00:00,348.93,Travel,Mobile Banking,iPhone,Chennai,0
505549,49,10-01-2024 06:00,631.45,Grocery,POS Machine,Android,Chennai,0
505550,49,10-01-2024 12:00,134.52,Shopping,POS Machine,iPhone,Delhi,0
505551,49,10-01-2024 18:00,563.64,Utilities,Mobile Banking,Web Browser,Bangalore,0
505552,49,11-01-2024 00:00,343.64,Travel,Card Swipe,Android,Pune,0
505553,49,11-01-2024 06:00,324.61,Online Store,Mobile Banking,Android,Mumbai,0
505554,49,11-01-2024 12:00,473.25,Bill Payment,Mobile Banking,iPhone,Delhi,0
505555,49,11-01-2024 18:00,215.94,Utilities,Card Swipe,iPhone,Hyderabad,0
505556,49,12-01-2024 00:00,314.91,Shopping,Net Banking,Web Browser,Delhi,0
505557,49,12-01-2024 06:00,310.05,Pharmacy,POS Machine,Web Browser,Delhi,0
505558,49,12-01-2024 12:00,402.28,Online Store,Mobile Banking,iPhone,Pune,0
505559,49,12-01-2024 18:00,316.66,Grocery,Card Swipe,Android,Bangalore,0
505560,49,13-01-2024 00:00,670.07,Bill Payment,UPI,iPhone,Hyderabad,0
505561,49,13-01-2024 06:00,698.85,Pharmacy,Card Swipe,iPhone,Hyderabad,0
505562,49,13-01-2024 12:00,137.72,Shopping,UPI,Android,Mumbai,0
505563,49,13-01-2024 18:00,514.79,Restaurants,POS Machine,Web Browser,Delhi,0
505564,49,14-01-2024 00:00,560.98,Pharmacy,Mobile Banking,iPhone,Bangalore,0
505565,49,14-01-2024 06:00,514.6,Pharmacy,UPI,Android,Bangalore,0
505566,49,14-01-2024 12:00,338.12,Bill Payment,UPI,Web Browser,Bangalore,0
505567,49,14-01-2024 18:00,398.95,Shopping,Card Swipe,iPhone,Hyderabad,0
505568,49,15-01-2024 00:00,324.87,Shopping,Mobile Banking,iPhone,Pune,0
505569,49,15-01-2024 06:00,373.06,Bill Payment,Mobile Banking,Android,Pune,0
505570,49,15-01-2024 12:00,257.03,Grocery,POS Machine,iPhone,Hyderabad,0
505571,49,15-01-2024 18:00,417.95,Utilities,POS Machine,Android,Mumbai,0
505572,49,16-01-2024 00:00,214,Shopping,Card Swipe,Web Browser,Pune,0
505573,49,16-01-2024 06:00,405.41,Bill Payment,Mobile Banking,Web Browser,Chennai,0
505574,49,16-01-2024 12:00,251.36,Shopping,Net Banking,iPhone,Bangalore,0
505575,49,16-01-2024 18:00,465.2,Bill Payment,Net Banking,Web Browser,Delhi,0
505576,49,17-01-2024 00:00,334.99,Shopping,UPI,Android,Mumbai,0
505577,49,17-01-2024 06:00,477.51,Bill Payment,POS Machine,Android,Bangalore,0
505578,49,17-01-2024 12:00,593.73,Shopping,Card Swipe,Android,Hyderabad,0
505579,49,17-01-2024 18:00,668.35,Online Store,Mobile Banking,iPhone,Mumbai,0
505580,49,18-01-2024 00:00,63.37,Travel,UPI,Web Browser,Delhi,0
505581,49,18-01-2024 06:00,312.24,Travel,POS Machine,iPhone,Bangalore,0
505582,49,18-01-2024 12:00,390.28,Utilities,POS Machine,Android,Pune,0
505583,49,18-01-2024 18:00,502.45,Travel,POS Machine,iPhone,Hyderabad,0
505584,49,19-01-2024 00:00,192.32,Shopping,Net Banking,Android,Mumbai,0
505585,49,19-01-2024 06:00,290.51,Bill Payment,Net Banking,Android,Pune,0
505586,49,19-01-2024 12:00,453.97,Restaurants,UPI,Web Browser,Hyderabad,0
505587,49,19-01-2024 18:00,447.29,Bill Payment,Net Banking,Android,Mumbai,0
505588,49,20-01-2024 00:00,490.3,Online Store,Net Banking,Web Browser,Chennai,0
505589,49,20-01-2024 06:00,500,Travel,Net Banking,iPhone,Bangalore,0
505590,49,20-01-2024 12:00,484.56,Shopping,Net Banking,iPhone,Delhi,0
505591,49,20-01-2024 18:00,463.27,Utilities,UPI,Android,Mumbai,0
505592,49,21-01-2024 00:00,443,Online Store,UPI,Android,Pune,0
505593,49,21-01-2024 06:00,532.49,Bill Payment,POS Machine,iPhone,Mumbai,0
505594,49,21-01-2024 12:00,105.79,Shopping,Net Banking,Web Browser,Chennai,0
505595,49,21-01-2024 18:00,661.73,Grocery,UPI,Android,Hyderabad,0
505596,49,22-01-2024 00:00,110.91,Online Store,POS Machine,Android,Hyderabad,0
505597,49,22-01-2024 06:00,276.25,Restaurants,Net Banking,Android,Mumbai,0
505598,49,22-01-2024 12:00,401.5,Pharmacy,UPI,Android,Pune,0
505599,49,22-01-2024 18:00,533.64,Travel,Mobile Banking,Android,Hyderabad,0
505600,49,23-01-2024 00:00,5.29,Shopping,Net Banking,iPhone,Mumbai,0
505601,49,23-01-2024 06:00,430.68,Travel,Card Swipe,iPhone,Delhi,0
505602,49,23-01-2024 12:00,551.24,Restaurants,Net Banking,iPhone,Bangalore,0
505603,49,23-01-2024 18:00,580.94,Restaurants,POS Machine,iPhone,Pune,0
505604,49,24-01-2024 00:00,332.35,Pharmacy,Net Banking,Android,Delhi,0
505605,49,24-01-2024 06:00,390.61,Shopping,Mobile Banking,iPhone,Hyderabad,0
505606,49,24-01-2024 12:00,344.28,Shopping,Mobile Banking,iPhone,Bangalore,0
505607,49,24-01-2024 18:00,377.12,Pharmacy,Net Banking,iPhone,Pune,0
505608,49,25-01-2024 00:00,283.21,Travel,Mobile Banking,Android,Bangalore,0
505609,49,25-01-2024 06:00,304.15,Restaurants,UPI,Android,Chennai,0
505610,49,25-01-2024 12:00,498.64,Online Store,POS Machine,Android,Hyderabad,0
505611,49,25-01-2024 18:00,454.15,Shopping,Net Banking,Android,Pune,0
505612,49,26-01-2024 00:00,507.04,Pharmacy,UPI,iPhone,Chennai,0
505613,49,26-01-2024 06:00,466.26,Bill Payment,Card Swipe,iPhone,Chennai,0
505614,49,26-01-2024 12:00,538.3,Utilities,Card Swipe,Android,Hyderabad,0
505615,49,26-01-2024 18:00,563.85,Online Store,POS Machine,iPhone,Mumbai,0
505616,49,27-01-2024 00:00,178.9,Restaurants,POS Machine,Web Browser,Hyderabad,0
505617,49,27-01-2024 06:00,309.29,Online Store,Card Swipe,Web Browser,Hyderabad,0
505618,49,27-01-2024 12:00,400.82,Travel,Card Swipe,Web Browser,Bangalore,0
505619,49,27-01-2024 18:00,431.48,Pharmacy,UPI,Web Browser,Bangalore,0
505620,49,28-01-2024 00:00,336.36,Utilities,Net Banking,Android,Hyderabad,0
505621,49,28-01-2024 06:00,568.82,Online Store,POS Machine,Android,Mumbai,0
505622,49,28-01-2024 12:00,725.73,Shopping,Net Banking,Web Browser,Hyderabad,0
505623,49,28-01-2024 18:00,462.17,Shopping,POS Machine,Android,Chennai,0
505624,49,29-01-2024 00:00,447.21,Utilities,Mobile Banking,iPhone,Bangalore,0
505625,49,29-01-2024 06:00,559.63,Shopping,POS Machine,iPhone,Delhi,0
505626,49,29-01-2024 12:00,160.66,Shopping,UPI,iPhone,Bangalore,0
505627,49,29-01-2024 18:00,439,Online Store,POS Machine,Web Browser,Hyderabad,0
505628,49,30-01-2024 00:00,578.67,Utilities,POS Machine,Web Browser,Mumbai,0
505629,49,30-01-2024 06:00,340.31,Travel,Mobile Banking,Android,Pune,0
505630,49,30-01-2024 12:00,254.59,Pharmacy,Card Swipe,Web Browser,Pune,0
505631,49,30-01-2024 18:00,407.51,Restaurants,POS Machine,Android,Hyderabad,0
505632,49,31-01-2024 00:00,425.9,Utilities,Mobile Banking,Web Browser,Delhi,0
505633,49,31-01-2024 06:00,898.5,Foreign Transfer,Unknown API,Emulator,Unknown Location,1
505634,49,31-01-2024 12:00,2000.93,Luxury,Unknown API,Emulator,International,1
505635,49,31-01-2024 18:00,1379.97,Luxury,Unknown API,VPN Desktop,International,1
505636,49,01-02-2024 00:00,2476.43,Crypto Exchange,Unknown API,Rooted Android,Unknown Location,1
505637,49,01-02-2024 06:00,3222.97,Luxury,Unknown API,Emulator,Proxy Node,1
505638,49,01-02-2024 12:00,832.11,Electronics,Unknown API,Emulator,International,1
505639,49,01-02-2024 18:00,2323.89,Electronics,International Gateway,Emulator,Unknown Location,1
505640,49,02-02-2024 00:00,2849.14,Foreign Transfer,International Gateway,Emulator,International,1
505641,50,01-01-2024 00:00,509.52,Grocery,Card Swipe,Web Browser,Mumbai,0
505642,50,01-01-2024 06:00,595.07,Grocery,POS Machine,Android,Chennai,0
505643,50,01-01-2024 12:00,525.33,Pharmacy,Net Banking,Web Browser,Delhi,0
505644,50,01-01-2024 18:00,529.16,Travel,POS Machine,Web Browser,Mumbai,0
505645,50,02-01-2024 00:00,653.69,Pharmacy,Card Swipe,Web Browser,Pune,0
505646,50,02-01-2024 06:00,508.15,Restaurants,POS Machine,Android,Hyderabad,0
505647,50,02-01-2024 12:00,522.13,Online Store,Net Banking,iPhone,Pune,0
505648,50,02-01-2024 18:00,458.75,Restaurants,Net Banking,Web Browser,Delhi,0
505649,50,03-01-2024 00:00,549.83,Travel,Card Swipe,iPhone,Pune,0
505650,50,03-01-2024 06:00,740.14,Pharmacy,Card Swipe,Web Browser,Bangalore,0
505651,50,03-01-2024 12:00,513.98,Utilities,Net Banking,Android,Delhi,0
505652,50,03-01-2024 18:00,525.96,Bill Payment,Net Banking,Android,Chennai,0
505653,50,04-01-2024 00:00,622.98,Pharmacy,UPI,Web Browser,Mumbai,0
505654,50,04-01-2024 06:00,563.78,Pharmacy,POS Machine,iPhone,Mumbai,0
505655,50,04-01-2024 12:00,836.21,Online Store,Mobile Banking,iPhone,Bangalore,0
505656,50,04-01-2024 18:00,585.61,Grocery,Card Swipe,Android,Pune,0
505657,50,05-01-2024 00:00,637.79,Grocery,Card Swipe,Android,Delhi,0
505658,50,05-01-2024 06:00,701.58,Pharmacy,POS Machine,Android,Pune,0
505659,50,05-01-2024 12:00,699.57,Travel,UPI,Web Browser,Bangalore,0
505660,50,05-01-2024 18:00,627.1,Utilities,Net Banking,Android,Mumbai,0
505661,50,06-01-2024 00:00,585.76,Utilities,Card Swipe,iPhone,Mumbai,0
505662,50,06-01-2024 06:00,814.81,Shopping,Card Swipe,Android,Bangalore,0
505663,50,06-01-2024 12:00,592.19,Pharmacy,Card Swipe,Android,Chennai,0
505664,50,06-01-2024 18:00,556.35,Bill Payment,Mobile Banking,iPhone,Bangalore,0
505665,50,07-01-2024 00:00,534.95,Shopping,Net Banking,Web Browser,Pune,0
505666,50,07-01-2024 06:00,421.64,Utilities,UPI,Web Browser,Bangalore,0
505667,50,07-01-2024 12:00,688.77,Restaurants,UPI,Android,Hyderabad,0
505668,50,07-01-2024 18:00,356.52,Travel,POS Machine,iPhone,Delhi,0
505669,50,08-01-2024 00:00,602.05,Pharmacy,Mobile Banking,iPhone,Hyderabad,0
505670,50,08-01-2024 06:00,581.18,Grocery,Net Banking,iPhone,Chennai,0
505671,50,08-01-2024 12:00,837.45,Online Store,Mobile Banking,Web Browser,Chennai,0
505672,50,08-01-2024 18:00,410.65,Grocery,UPI,Android,Bangalore,0
505673,50,09-01-2024 00:00,508.19,Shopping,UPI,Web Browser,Pune,0
505674,50,09-01-2024 06:00,588.38,Shopping,POS Machine,Android,Mumbai,0
505675,50,09-01-2024 12:00,581.94,Grocery,Mobile Banking,Web Browser,Bangalore,0
505676,50,09-01-2024 18:00,545.05,Pharmacy,Card Swipe,iPhone,Chennai,0
505677,50,10-01-2024 00:00,594.16,Travel,Net Banking,Android,Delhi,0
505678,50,10-01-2024 06:00,470.62,Online Store,Net Banking,Android,Delhi,0
505679,50,10-01-2024 12:00,640.09,Grocery,Mobile Banking,Android,Delhi,0
505680,50,10-01-2024 18:00,359.31,Pharmacy,Card Swipe,Web Browser,Bangalore,0
505681,50,11-01-2024 00:00,599.95,Restaurants,POS Machine,Web Browser,Hyderabad,0
505682,50,11-01-2024 06:00,539.72,Utilities,Card Swipe,iPhone,Bangalore,0
505683,50,11-01-2024 12:00,709.18,Bill Payment,POS Machine,Android,Chennai,0
505684,50,11-01-2024 18:00,786.65,Travel,Mobile Banking,Android,Delhi,0
505685,50,12-01-2024 00:00,567.95,Utilities,Net Banking,Web Browser,Delhi,0
505686,50,12-01-2024 06:00,748.43,Bill Payment,Card Swipe,iPhone,Chennai,0
505687,50,12-01-2024 12:00,569.51,Utilities,UPI,Web Browser,Bangalore,0
505688,50,12-01-2024 18:00,501.38,Shopping,Card Swipe,iPhone,Delhi,0
505689,50,13-01-2024 00:00,785.66,Online Store,UPI,iPhone,Hyderabad,0
505690,50,13-01-2024 06:00,657.24,Shopping,UPI,iPhone,Delhi,0
505691,50,13-01-2024 12:00,603.12,Restaurants,POS Machine,Web Browser,Mumbai,0
505692,50,13-01-2024 18:00,674.68,Utilities,Net Banking,Android,Bangalore,0
505693,50,14-01-2024 00:00,631.39,Bill Payment,Card Swipe,Android,Mumbai,0
505694,50,14-01-2024 06:00,595.39,Travel,Card Swipe,iPhone,Bangalore,0
505695,50,14-01-2024 12:00,463.61,Pharmacy,Net Banking,Web Browser,Hyderabad,0
505696,50,14-01-2024 18:00,574.29,Grocery,Net Banking,Android,Bangalore,0
505697,50,15-01-2024 00:00,667.98,Bill Payment,UPI,Web Browser,Chennai,0
505698,50,15-01-2024 06:00,589.78,Shopping,Card Swipe,Web Browser,Bangalore,0
505699,50,15-01-2024 12:00,697.23,Restaurants,UPI,Web Browser,Delhi,0
505700,50,15-01-2024 18:00,642.87,Shopping,Mobile Banking,Android,Chennai,0
505701,50,16-01-2024 00:00,510.6,Online Store,Card Swipe,iPhone,Chennai,0
505702,50,16-01-2024 06:00,464.37,Restaurants,Net Banking,iPhone,Delhi,0
505703,50,16-01-2024 12:00,586.17,Restaurants,Net Banking,iPhone,Hyderabad,0
505704,50,16-01-2024 18:00,547.7,Online Store,UPI,iPhone,Mumbai,0
505705,50,17-01-2024 00:00,637.9,Pharmacy,UPI,iPhone,Hyderabad,0
